행정 구역,업소명,소재지,전화번호,관리구분,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
경기 안양시 동안구,안양엘피지충전소,경기 안양시 동안구 비산동 1083,031-449-2033,자동차충전,경기 안양시 동안구 비산동 1083,949611,1933509,정좌표,4.11731E+18,구주소,경기도 안양시 동안구 경수대로 957,경기도 안양시 동안구 비산동 1083,13956,4117351000,비산1동,4117310100,비산동
경기 안양시 만안구,(주)삼표에너지 안양충전소,경기 안양시 만안구 안양동 206-7,031-443-7111,용기+자동차+13kg용기,경기 안양시 만안구 안양동 206-7,950352,1931764,정좌표,4.11711E+18,구주소,경기도 안양시 만안구 시민대로 45,경기도 안양시 만안구 안양동 206-7,14088,4117157000,안양7동,4117110100,안양동
경기 안양시 만안구,에스케이안양충전소,경기 안양시 만안구 석수동 252-1,031-472-1361,용기+자동차+13kg용기,경기 안양시 만안구 석수동 252-1,947496,1935903,정좌표,4.11711E+18,구주소,경기도 안양시 만안구 안양로 575,경기도 안양시 만안구 석수동 252-1,13904,4117160000,석수2동,4117110200,석수동
경기 양주시,회천농협충전소,경기 양주시 평화로 1855,031-858-8300,자동차충전,경기 양주시 평화로 1855,960732,1983967,정좌표,4.16301E+18,새주소,경기도 양주시 평화로 1855,경기도 양주시 회정동 7-6,11435,4163054000,회천2동,4163011700,회정동
경기 양주시,양주에너지 봉양LPG충전소,경기 양주시 봉양동 801-6,031-864-0070,자동차충전,경기 양주시 봉양동 801-6,961288,1985667,정좌표,4.16301E+18,구주소,경기도 양주시 평화로 2041,경기도 양주시 봉양동 801-6,11447,4163053000,회천1동,4163011100,봉양동
경기 양주시,덕인가스충전소,경기 양주시 덕계동 711-3,031-862-1213,자동차충전,경기 양주시 덕계동 711-3,960007,1979474,정좌표,4.16301E+18,구주소,경기도 양주시 평화로 1381,경기도 양주시 덕계동 711-3,11445,4163054000,회천2동,4163011600,덕계동
경기 양주시,송추LPG충전소," 경기 양주시 장흥면 울대리 315, 320-4, 335-4 ",031-855-0531,자동차충전,"경기 양주시 장흥면 울대리 315, 320-4, 335-4 ",954923,1969356,정좌표,4.16303E+18,구주소,경기도 양주시 장흥면 호국로 682,경기도 양주시 장흥면 울대리 315,11522,4163034000,장흥면,4163034022,장흥면 울대리
경기 양주시,장흥엘피지충전소," 경기 양주시 장흥면 일영리 213,214-4 ",031-855-5427,자동차충전,"경기 양주시 장흥면 일영리 213,214-4 ",950128,1967886,정좌표,4.16303E+18,구주소,경기도 양주시 장흥면 일영로 748,경기도 양주시 장흥면 일영리 213,11520,4163034000,장흥면,4163034025,장흥면 일영리
경기 양주시,뉴송정에너지,경기 양주시 장흥면 부곡리 535-16,031-855-0051,자동차충전,경기 양주시 장흥면 부곡리 535-16,954280,1969051,정좌표,4.16303E+18,구주소,경기도 양주시 장흥면 호국로 607,경기도 양주시 장흥면 부곡리 535-16,11521,4163034000,장흥면,4163034023,장흥면 부곡리
경기 양주시,모정제2충전소,경기 양주시 은현면 선암리 171-3,031-866-9797,자동차충전,경기 양주시 은현면 선암리 171-3,958510,1984582,정좌표,4.16303E+18,구주소,경기도 양주시 은현면 화합로 959,경기도 양주시 은현면 선암리 171-3,11430,4163031000,은현면,4163031022,은현면 선암리
경기 양주시,(주)한국가스산업,경기 양주시 광적면 비암리 693-14,031-878-5643,용기+탱크+13kg용기,경기 양주시 광적면 비암리 693-14,949028,1978864,정좌표,4.16303E+18,구주소,경기도 양주시 광적면 부흥로 133,경기도 양주시 광적면 비암리 693-14,11424,4163033000,광적면,4163033024,광적면 비암리
경기 양주시,에이치에너지산업(주),경기 양주시 마전동 291-28,031-845-7905,자동차충전,경기 양주시 마전동 291-28,960118,1974563,정좌표,4.16301E+18,구주소,경기도 양주시 동일로 955,경기도 양주시 마전동 291-28,11496,4163051000,양주1동,4163010400,마전동
경기 양주시,(주)용암엘피지충전소," 경기 양주시 은현면 용암리 267-4,268-1,269-1 ",031-863-5145,자동차충전,"경기 양주시 은현면 용암리 267-4,268-1,269-1 ",960806,1984171,정좌표,4.16303E+18,구주소,경기도 양주시 은현면 평화로 1878,경기도 양주시 은현면 용암리 267-4,11429,4163031000,은현면,4163031021,은현면 용암리
경기 양주시,유양엘피지충전소,경기 양주시 유양동 629-3,031-842-5030,자동차충전,경기 양주시 유양동 629-3,957921,1976398,정좌표,4.16301E+18,구주소,경기도 양주시 부흥로 1320,경기도 양주시 유양동 629-3,11498,4163051000,양주1동,4163010100,유양동
경기 양주시,에이스산업사,경기 양주시 백석읍 복지리 397,031-879-0661,기타,경기 양주시 백석읍 복지리 397,955100,1975877,정좌표,4.16303E+18,구주소,경기도 양주시 백석읍 호명로 135-5,경기도 양주시 백석읍 복지리 397,11512,4163025000,백석읍,4163025023,백석읍 복지리
경기 양주시,유양에너지,경기 양주시 유양동 698-11,031-856-7701,자동차충전,경기 양주시 유양동 698-11,957094,1977062,정좌표,4.16301E+18,구주소,경기도 양주시 부흥로 1213,경기도 양주시 유양동 698-11,11499,4163051000,양주1동,4163010100,유양동
경기 양주시,옥정LPG충전소," 경기 양주시 율정동 596-1,11 ",031-863-5149,자동차충전,"경기 양주시 율정동 596-1,11 ",964135,1982263,정좌표,4.16301E+18,구주소,경기도 양주시 화합로 1677,경기도 양주시 율정동 596-1,11464,4163056000,회천4동,4163011300,율정동
경기 양주시,모정가스충전소,경기 양주시 회암동 607-9,031-865-5151,자동차충전,경기 양주시 회암동 607-9,962844,1982139,정좌표,4.16301E+18,구주소,경기도 양주시 화합로 1547,경기도 양주시 회암동 607-9,11463,4163056000,회천4동,4163011200,회암동
경기 양주시,양주에너지덕정LPG충전소,경기 양주시 회정동 522,031-859-7863,자동차충전,경기 양주시 회정동 522,960955,1983115,정좌표,4.16301E+18,구주소,경기도 양주시 화합로 1277,경기도 양주시 회정동 522,11433,4163054000,회천2동,4163011700,회정동
경기 양주시,사과나무충전소," 경기 양주시 광사동 317,313-12,316-2,3,9,14 ",031-842-5155,자동차충전,"경기 양주시 광사동 317,313-12,316-2,3,9,14 ",962412,1976978,정좌표,4.16301E+18,구주소,경기도 양주시 부흥로 1881,경기도 양주시 광사동 317,11488,4163052000,양주2동,4163010600,광사동
경기 양주시,KH에너지(주)직영양주충전소(일산방향),경기 양주시 장흥면 삼하리 250-16,031-871-2997,자동차충전,경기 양주시 장흥면 삼하리 250-16,948482,1964562,정좌표,4.16303E+18,구주소,경기도 양주시 장흥면 서울외곽순환고속도로 58,경기도 양주시 장흥면 삼하리 250-16,11525,4163034000,장흥면,4163034027,장흥면 삼하리
경기 양평군,(주)삼호에너지강변충전소,경기 양평군 옥천면 옥천리 934-1 (강변LPG충전소),031-773-4789,자동차충전,경기 양평군 옥천면 옥천리 934-1 (강변LPG충전소),996153,1945098,정좌표,4.18303E+18,구주소,경기도 양평군 옥천면 경강로 1574,경기도 양평군 옥천면 옥천리 934-1,12507,4183034000,옥천면,4183034021,옥천면 옥천리
경기 양평군,새한강에너지," 경기 양평군 옥천면 옥천리 931-2,930-2 ",031-775-7848,자동차충전,"경기 양평군 옥천면 옥천리 931-2,930-2 ",996063,1945140,정좌표,4.18303E+18,구주소,경기도 양평군 옥천면 경강로 1564,경기도 양평군 옥천면 옥천리 931-2,12507,4183034000,옥천면,4183034021,옥천면 옥천리
경기 양평군,양평가스충전소,경기 양평군 양평읍 공흥리 696-3,031-774-6122,자동차충전,경기 양평군 양평읍 공흥리 696-3,1000194,1944678,정좌표,4.18303E+18,구주소,경기도 양평군 양평읍 경강로 2004,경기도 양평군 양평읍 공흥리 696-3,12551,4183025000,양평읍,4183025025,양평읍 공흥리
경기 양평군,용문가스충전소,경기 양평군 용문면 광탄리 434-3,031-774-0173,자동차충전,경기 양평군 용문면 광탄리 434-3,1011106,1945755,정좌표,4.18304E+18,구주소,경기도 양평군 용문면 경강로 3301,경기도 양평군 용문면 광탄리 434-3,12513,4183040000,용문면,4183040027,용문면 광탄리
경기 양평군,동부충전소,경기 양평군 양평읍 백안리 333,031-774-1422,자동차충전,경기 양평군 양평읍 백안리 333,1002346,1943919,정좌표,4.18303E+18,구주소,경기도 양평군 양평읍 경강로 2244,경기도 양평군 양평읍 백안리 333,12549,4183025000,양평읍,4183025026,양평읍 백안리
경기 양평군,양평충전소,경기 양평군 양평읍 오빈리 361-4,031-771-4478,자동차충전,경기 양평군 양평읍 오빈리 361-4,997220,1944913,정좌표,4.18303E+18,구주소,경기도 양평군 양평읍 경강로 1683,경기도 양평군 양평읍 오빈리 361-4,12545,4183025000,양평읍,4183025022,양평읍 오빈리
경기 여주시,(주)원일유통여주(상)충전소,경기 여주시 가남읍 본두리 677,031-881-3655,자동차충전,경기 여주시 가남읍 본두리 677,1006298,1915565,정좌표,4.16703E+18,구주소,경기도 여주시 가남읍 여주남로 722,경기도 여주시 가남읍 본두리 677,12649,4167025000,가남읍,4167025032,가남읍 본두리
경기 여주시,성신충전소,경기 여주시 가남읍 태평리 268-12,031-884-2024,자동차충전,경기 여주시 가남읍 태평리 268-12,1003719,1912646,정좌표,4.16703E+18,구주소,경기도 여주시 가남읍 경충대로 1402,경기도 여주시 가남읍 태평리 268-12,12662,4167025000,가남읍,4167025021,가남읍 태평리
경기 여주시,케이와이에너지(주)능서주유소충전소,경기 여주시 능서면 용은리 424-21,031-881-4456,자동차충전,경기 여주시 능서면 용은리 424-21,1004137,1921985,정좌표,4.16703E+18,구주소,경기도 여주시 능서면 중부대로 2171,경기도 여주시 능서면 용은리 424-21,12607,4167034000,능서면,4167034026,능서면 용은리
경기 여주시,여주LPG충전소,경기 여주시 가남읍 은봉리 38-2,031-884-7113,용기+자동차+탱크+13kg용기,경기 여주시 가남읍 은봉리 38-2,1006024,1908542,정좌표,4.16703E+18,구주소,경기도 여주시 가남읍 경충대로 900,경기도 여주시 가남읍 은봉리 38-2,12663,4167025000,가남읍,4167025025,가남읍 은봉리
경기 여주시,(주)여주에너지-여주가스충전소," 경기 여주시 하동 99-2,103-7 ",031-885-1100,용기+자동차+탱크+13kg용기,"경기 여주시 하동 99-2,103-7 ",1010983,1922202,정좌표,4.16701E+18,구주소,경기도 여주시 영릉로 148,경기도 여주시 하동 99-2,12643,4167052000,중앙동,4167010700,하동
경기 여주시,가남LPG충전소,경기 여주시 가남읍 태평리 205-4 주유소(충전소),031-881-0065,자동차충전,경기 여주시 가남읍 태평리 205-4 주유소(충전소),1003748,1911988,정좌표,4.16703E+18,구주소,경기도 여주시 가남읍 경충대로 1331,경기도 여주시 가남읍 태평리 205-4,12662,4167025000,가남읍,4167025021,가남읍 태평리
경기 여주시,연세석유 여주LPG충전소,경기 여주시 천송동 51-5,031-883-8970,자동차충전,경기 여주시 천송동 51-5,1014860,1922593,정좌표,4.16701E+18,구주소,경기도 여주시 신륵로 164,경기도 여주시 천송동 51-5,12613,4167053000,오학동,4167012000,천송동
경기 여주시,극동유화(주)대성충전소,경기 여주시 천송동 555-1,031-883-7701,용기+자동차+탱크+13kg용기,경기 여주시 천송동 555-1,1013482,1922459,정좌표,4.16701E+18,구주소,경기도 여주시 신륵로 19,경기도 여주시 천송동 555-1,12636,4167053000,오학동,4167012000,천송동
경기 여주시,(주)고신통상여주(하)충전소,경기 여주시 가남읍 본두리 675-3,031-881-6132,자동차충전,경기 여주시 가남읍 본두리 675-3,1006232,1915471,정좌표,4.16703E+18,구주소,경기도 여주시 가남읍 여주남로 722,경기도 여주시 가남읍 본두리 675-3,12656,4167025000,가남읍,4167025032,가남읍 본두리
경기 여주시,서여주(마산방향)충전소,경기 여주시 능서면 매류리 1-8,031-885-9764,자동차충전,경기 여주시 능서면 매류리 1-8,1006985,1919944,정좌표,4.16703E+18,구주소,경기도 여주시 능서면 중부내륙고속도로 271,경기도 여주시 능서면 매류리 1-8,12641,4167034000,능서면,4167034032,능서면 매류리
경기 여주시,(주)유성티엔에스 서여주(양평방향)충전소,경기 여주시 능서면 매류리 1-48,031-885-9764,자동차충전,경기 여주시 능서면 매류리 1-48,1007112,1920054,정좌표,4.16703E+18,구주소,경기도 여주시 능서면 중부내륙고속도로 272,경기도 여주시 능서면 매류리 1-48,12646,4167034000,능서면,4167034032,능서면 매류리
경기 여주시,(주)원일석유 한중충전소,경기 여주시 창동 183 외3필지,031-885-1885,자동차충전,경기 여주시 창동 183 외3필지,1011737,1921116,정좌표,4.16701E+18,구주소,경기도 여주시 향교로 9,경기도 여주시 창동 183,12626,4167052000,중앙동,4167010300,창동
경기 연천군,KH에너지(주)직영 연천충전소,경기 연천군 청산면 초성리 366-1외 1필지,031-835-5760,자동차충전,경기 연천군 청산면 초성리 366-1외 1필지,962254,1999081,정좌표,4.18003E+18,구주소,경기도 연천군 청산면 평화로 193,경기도 연천군 청산면 초성리 366-1,11023,4180032000,청산면,4180032021,청산면 초성리
경기 연천군,양원리충전소," 경기 연천군 전곡읍 양원리 488-1, 2 ",031-833-5956,자동차충전,"경기 연천군 전곡읍 양원리 488-1, 2 ",958689,1999865,정좌표,4.18003E+18,구주소,,경기도 연천군 전곡읍 양원리 488-1,11040,4180025300,전곡읍,4180025326,전곡읍 양원리
경기 연천군,전곡LPG충전소,경기 연천군 전곡읍 은대리 633-4,031-832-6066,자동차충전,경기 연천군 전곡읍 은대리 633-4,961624,2003358,정좌표,4.18003E+18,구주소,경기도 연천군 전곡읍 청정로 2503,경기도 연천군 전곡읍 은대리 633-4,11024,4180025300,전곡읍,4180025322,전곡읍 은대리
경기 오산시,삼미충전소,경기 오산시 내삼미동 587,031-378-1148,자동차충전,경기 오산시 내삼미동 587,959992,1909426,정좌표,4.13701E+18,구주소,경기도 오산시 경기대로 725,경기도 오산시 내삼미동 587,18112,4137054000,신장동,4137011000,내삼미동
경기 오산시,(주)대원에너지 동서엘피지충전소,경기 오산시 서동 202-4,031-376-1881,자동차충전,경기 오산시 서동 202-4,958990,1905324,정좌표,4.13701E+18,구주소,경기도 오산시 서동로 65,경기도 오산시 서동 202-4,18104,4137056000,초평동,4137011600,서동
경기 오산시,(유)유성에너지오산," 경기 오산시 갈곶동 3-1,3-10 ",031-377-8228,자동차충전,"경기 오산시 갈곶동 3-1,3-10 ",960987,1904057,정좌표,4.13701E+18,구주소,경기도 오산시 오산천로 3-9,경기도 오산시 갈곶동 3-1,18130,4137053000,남촌동,4137012400,갈곶동
경기 오산시,KH에너지(주)직영 오산충전소(과천방향),경기 오산시 지곶동 산58-1,031-377-5259,자동차충전,경기 오산시 지곶동 산58-1,958783,1908974,정좌표,4.13701E+18,구주소,경기도 오산시 수도권제2순환고속도로 13,경기도 오산시 지곶동 산58-1,18102,4137055000,세마동,4137011400,지곶동
경기 오산시,KH에너지(주)직영 오산충전소(동탄방향)," 경기 오산시 금암동 57-2, 60-3,5 ",031-376-5158,자동차충전,"경기 오산시 금암동 57-2, 60-3,5 ",959070,1908766,정좌표,4.13701E+18,구주소,,경기도 오산시 금암동 57-2,NULL,4137054000,신장동,4137010700,금암동
경기 오산시,오산엘피지충전소," 경기 오산시 원동 385, 386-1 ",031-374-2822,자동차충전,"경기 오산시 원동 385, 386-1 ",962157,1904402,정좌표,4.13701E+18,구주소,경기도 오산시 경기대로 146,경기도 오산시 원동 385,18144,4137057000,대원동,4137010300,원동
경기 오산시,신도시충전소,경기 오산시 외삼미동 74-11.74-18,031-372-5818,자동차충전,경기 오산시 외삼미동 74-11.74-18,961475,1910058,인근좌표,41370,구주소,,경기도 오산시 외삼미동 74-11,NULL,,,4137011100,외삼미동
경기 오산시,프라자충전소," 경기 오산시 부산동 79-1, 80-1,10,11 ",031-373-5803,자동차충전,"경기 오산시 부산동 79-1, 80-1,10,11 ",963916,1906792,정좌표,4.13701E+18,구주소,경기도 오산시 경기동로 197,경기도 오산시 부산동 79-1,18148,4137051000,중앙동,4137010200,부산동
경기 오산시,오산대역충전소,경기 오산시 수청동 616-4,031-377-4611,자동차+탱크,경기 오산시 수청동 616-4,961294,1907719,정좌표,4.13701E+18,구주소,경기도 오산시 경기대로 497,경기도 오산시 수청동 616-4,18115,4137054000,신장동,4137010800,수청동
경기 용인시 기흥구,(주)대호에너지,경기 용인시 기흥구 영덕동 104-6,031-287-7400,자동차충전,경기 용인시 기흥구 영덕동 104-6,963676,1919201,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 중부대로 208,경기도 용인시 기흥구 영덕동 104-6,17095,4146351600,영덕1동,4146311100,영덕동
경기 용인시 기흥구,신갈톨게이트엘피지충전소,경기 용인시 기흥구 영덕동 35-1 (신갈주유소),031-285-2245,자동차충전,경기 용인시 기흥구 영덕동 35-1 (신갈주유소),964192,1919160,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 중부대로 261,경기도 용인시 기흥구 영덕동 35-1,16948,4146351600,영덕1동,4146311100,영덕동
경기 용인시 기흥구,신갈자동차충전소,경기 용인시 기흥구 보정동 614-6,031-265-8844,자동차+13kg용기,경기 용인시 기흥구 보정동 614-6,964975,1923657,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 용구대로2469번길 51,경기도 용인시 기흥구 보정동 614-6,16907,4146359000,보정동,4146311800,보정동
경기 용인시 기흥구,수원IC LPG충전소,경기 용인시 기흥구 영덕동 29-2,031-285-4412,자동차충전,경기 용인시 기흥구 영덕동 29-2,964160,1919030,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 중부대로 252-1,경기도 용인시 기흥구 영덕동 29-2,17095,4146351600,영덕1동,4146311100,영덕동
경기 용인시 기흥구,(주)한미석유 기흥주유소," 경기 용인시 기흥구 공세동 269,263-6 ",031-286-5182,자동차충전,"경기 용인시 기흥구 공세동 269,263-6 ",965003,1915057,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 공세로81번길 40,경기도 용인시 기흥구 공세동 269,17100,4146354000,기흥동,4146310700,공세동
경기 용인시 기흥구,영덕엘피지충전소,경기 용인시 기흥구 영덕동 175-1,031-206-8581,자동차충전,경기 용인시 기흥구 영덕동 175-1,962986,1919010,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 중부대로 131,경기도 용인시 기흥구 영덕동 175-1,16950,4146351600,영덕1동,4146311100,영덕동
경기 용인시 기흥구,구갈(대천)충전소,경기 용인시 기흥구 구갈동 205-1,031-284-1891,자동차충전,경기 용인시 기흥구 구갈동 205-1,966457,1919540,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 중부대로 514,경기도 용인시 기흥구 구갈동 205-1,17066,4146352000,구갈동,4146310200,구갈동
경기 용인시 기흥구,반도체충전소," 경기 용인시 기흥구 농서동 144,382-1,144-3,144-4,146-1,146-4 ",031-287-5187,자동차충전,"경기 용인시 기흥구 농서동 144,382-1,144-3,144-4,146-1,146-4 ",962660,1914157,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 삼성2로 55,경기도 용인시 기흥구 농서동 144,17113,4146355000,서농동,4146310900,농서동
경기 용인시 기흥구,서일석유(주)기흥서일충전소,경기 용인시 기흥구 신갈동 357-2,031-283-7017,자동차충전,경기 용인시 기흥구 신갈동 357-2,964404,1920831,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 신수로 179,경기도 용인시 기흥구 신갈동 357-2,16947,4146351000,신갈동,4146310100,신갈동
경기 용인시 기흥구,마북LPG충전소," 경기 용인시 기흥구 마북동 416-6,417-2,422-3 ",031-284-4164,자동차충전,"경기 용인시 기흥구 마북동 416-6,417-2,422-3 ",965464,1921460,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 용구대로 2294,경기도 용인시 기흥구 마북동 416-6,16920,4146357000,마북동,4146311300,마북동
경기 용인시 기흥구,동백LPG충전소," 경기 용인시 기흥구 동백동 406-8,407-4,500-3 ",031-281-5515,자동차충전,"경기 용인시 기흥구 동백동 406-8,407-4,500-3 ",968936,1921142,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 동백죽전대로 563,경기도 용인시 기흥구 동백동 406-8,16992,4146357200,동백1동,4146311500,동백동
경기 용인시 기흥구,민속촌엘피지충전소,경기 용인시 기흥구 지곡동 607-4,031-285-1222,자동차충전,경기 용인시 기흥구 지곡동 607-4,966750,1917412,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 사은로 178,경기도 용인시 기흥구 지곡동 607-4,17088,4146353500,보라동,4146310600,지곡동
경기 용인시 기흥구,르노삼성자동차(주),경기 용인시 기흥구 공세동 447-4,031-289-7102,자동차사,경기 용인시 기흥구 공세동 447-4,965800,1915959,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 탑실로 61,경기도 용인시 기흥구 공세동 447-4,17084,4146354000,기흥동,4146310700,공세동
경기 용인시 기흥구,그린에너지," 경기 용인시 기흥구 하갈동 404-2,405-2 ",031-273-5111,자동차+13kg용기,"경기 용인시 기흥구 하갈동 404-2,405-2 ",963860,1917295,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 덕영대로 1872,경기도 용인시 기흥구 하갈동 404-2,17098,4146351700,영덕2동,4146310400,하갈동
경기 용인시 기흥구,(주)한미석유구성그린LPG충전소,경기 용인시 기흥구 마북동 502-146,031-283-7474,자동차충전,경기 용인시 기흥구 마북동 502-146,965034,1922674,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 용구대로 2425,경기도 용인시 기흥구 마북동 502-146,16907,4146357000,마북동,4146311300,마북동
경기 용인시 기흥구,수지충전소,경기 용인시 기흥구 보정동 474-9,031-265-5159,자동차충전,경기 용인시 기흥구 보정동 474-9,964818,1924745,정좌표,4.14631E+18,구주소,경기도 용인시 기흥구 신정로 609,경기도 용인시 기흥구 보정동 474-9,16924,4146359000,보정동,4146311800,보정동
경기 용인시 처인구,에버충전소,경기 용인시 처인구 포곡읍 삼계리 190-4,031-334-5858,자동차+13kg용기,경기 용인시 처인구 포곡읍 삼계리 190-4,976585,1921529,정좌표,4.14613E+18,구주소,경기도 용인시 처인구 포곡읍 백옥대로 1858,경기도 용인시 처인구 포곡읍 삼계리 190-4,17028,4146125000,포곡읍,4146125021,포곡읍 삼계리
경기 용인시 처인구,고려충전소,경기 용인시 처인구 중부대로 1558 (마평동),031-321-1248,자동차충전,경기 용인시 처인구 중부대로 1558 (마평동),974946,1914940,정좌표,4.14611E+18,새주소,경기도 용인시 처인구 중부대로 1558,경기도 용인시 처인구 마평동 532,17144,4146154000,동부동,4146110700,마평동
경기 용인시 처인구,모과나무충전소," 경기 용인시 처인구 모현읍 매산리 24,25,26,28 ",031-334-7131,자동차충전,"경기 용인시 처인구 모현읍 매산리 24,25,26,28 ",975215,1928207,정좌표,4.14613E+18,구주소,경기도 용인시 처인구 모현읍 포은대로 230,경기도 용인시 처인구 모현읍 매산리 24,17032,4146125300,모현읍,4146125325,모현읍 매산리
경기 용인시 처인구,유림충전소," 경기 용인시 처인구 유방동 532-1,3,4, 533-6,7 ",031-337-3800,자동차충전,"경기 용인시 처인구 유방동 532-1,3,4, 533-6,7 ",974478,1916077,정좌표,4.14611E+18,구주소,경기도 용인시 처인구 백옥대로 1214,경기도 용인시 처인구 유방동 532-1,17043,4146153000,유림동,4146110500,유방동
경기 용인시 처인구,백암충전소,경기 용인시 처인구 백암면 근곡리 690,031-338-5180,자동차충전,경기 용인시 처인구 백암면 근곡리 690,986918,1908142,정좌표,4.14614E+18,구주소,경기도 용인시 처인구 백암면 죽양대로 1401,경기도 용인시 처인구 백암면 근곡리 690,17176,4146135000,백암면,4146135031,백암면 근곡리
경기 용인시 처인구,서창산업(주) 용인(상)충전소,경기 용인시 처인구 고림동 81-2 (용인휴게소),031-339-2262,자동차충전,경기 용인시 처인구 고림동 81-2 (용인휴게소),976766,1916661,정좌표,4.14611E+18,구주소,경기도 용인시 처인구 주북로 66-14,경기도 용인시 처인구 고림동 81-2,17039,4146153000,유림동,4146110600,고림동
경기 용인시 처인구,서일산업(주)용인충전소,경기 용인시 처인구 이동읍 송전리 205-2,031-339-8402,자동차+탱크+13kg용기,경기 용인시 처인구 이동읍 송전리 205-2,973778,1904498,정좌표,4.14613E+18,구주소,경기도 용인시 처인구 이동읍 남북대로 2617,경기도 용인시 처인구 이동읍 송전리 205-2,17137,4146125600,이동읍,4146125621,이동읍 송전리
경기 용인시 처인구,경안충전소,경기 용인시 처인구 모현읍 왕산리 727번지,031-334-2427,자동차충전,경기 용인시 처인구 모현읍 왕산리 727번지,977702,1927971,정좌표,4.14613E+18,구주소,경기도 용인시 처인구 모현읍 백옥대로 2547,경기도 용인시 처인구 모현읍 왕산리 727,17035,4146125300,모현읍,4146125321,모현읍 왕산리
경기 용인시 처인구,용인에너지,경기 용인시 처인구 백옥대로 1002,031-338-9582,자동차충전,경기 용인시 처인구 백옥대로 1002,974340,1914055,정좌표,4.14611E+18,새주소,경기도 용인시 처인구 백옥대로 1002,경기도 용인시 처인구 남동 186-5,17146,4146151000,중앙동,4146110400,남동
경기 용인시 처인구," 서창산업(주) 용인(하)고속도로 주유소,충전소 "," 경기 용인시 처인구 양지면 주북리 958-3,6 ",031-332-3222,자동차충전,"경기 용인시 처인구 양지면 주북리 958-3,6 ",977281,1916343,정좌표,4.14614E+18,구주소,경기도 용인시 처인구 양지면 주북로94번길 30,경기도 용인시 처인구 양지면 주북리 958-3,17159,4146136000,양지면,4146136029,양지면 주북리
경기 용인시 처인구,용인충전소,경기 용인시 처인구 유방동 539-1,031-321-1248,자동차충전,경기 용인시 처인구 유방동 539-1,974400,1916148,정좌표,4.14611E+18,구주소,경기도 용인시 처인구 백옥대로 1225-6,경기도 용인시 처인구 유방동 539-1,17043,4146153000,유림동,4146110500,유방동
경기 용인시 처인구,양지엘피지충전소,경기 용인시 처인구 양지면 양지리 787,031-338-3686,자동차충전,경기 용인시 처인구 양지면 양지리 787,979758,1914435,정좌표,4.14614E+18,구주소,경기도 용인시 처인구 양지면 양지로 17-9,경기도 용인시 처인구 양지면 양지리 787,17158,4146136000,양지면,4146136021,양지면 양지리
경기 용인시 처인구,대한에너지,경기 용인시 처인구 마평동 123 (SKLPG대한에너지),031-321-5111,자동차충전,경기 용인시 처인구 마평동 123 (SKLPG대한에너지),977140,1914431,정좌표,4.14611E+18,구주소,경기도 용인시 처인구 중부대로 1788,경기도 용인시 처인구 마평동 123,17143,4146154000,동부동,4146110700,마평동
경기 용인시 처인구,(주)한미석유직영유방동엘피지충전소,경기 용인시 처인구 유방동 502-1,031-335-5186,자동차충전,경기 용인시 처인구 유방동 502-1,974585,1916553,정좌표,4.14611E+18,구주소,경기도 용인시 처인구 백옥대로 1260,경기도 용인시 처인구 유방동 502-1,17043,4146153000,유림동,4146110500,유방동
경기 용인시 처인구,송전휴게소충전소,경기 용인시 처인구 이동읍 송전리 169-5,031-335-4194,자동차충전,경기 용인시 처인구 이동읍 송전리 169-5,973838,1904677,정좌표,4.14613E+18,구주소,경기도 용인시 처인구 이동읍 남북대로 2616,경기도 용인시 처인구 이동읍 송전리 169-5,17137,4146125600,이동읍,4146125621,이동읍 송전리
경기 용인시 처인구,서일산업(주)동백가스,경기 용인시 처인구 삼가동 39-7,031-321-2260,자동차충전,경기 용인시 처인구 삼가동 39-7,969900,1916736,정좌표,4.14611E+18,구주소,경기도 용인시 처인구 중부대로 997,경기도 용인시 처인구 삼가동 39-7,16997,4146152000,역삼동,4146110300,삼가동
경기 용인시 처인구,(주)한진가스,경기 용인시 처인구 삼가동 250-7,031-336-4343,자동차충전,경기 용인시 처인구 삼가동 250-7,970983,1915681,정좌표,4.14611E+18,구주소,경기도 용인시 처인구 중부대로 1148,경기도 용인시 처인구 삼가동 250-7,17091,4146152000,역삼동,4146110300,삼가동
