도로명,지번주소,위도,경도
서울특별시 광진구 뚝섬로37길 28 자양고등학교 (자양동),서울특별시 광진구 자양동 516-2 자양고등학교 자양고등학교,37.5351732,127.0722233
서울특별시 광진구 뚝섬로 569,서울특별시 광진구 자양동 579 우성아파트,37.534414,127.0755843
"서울특별시 광진구 자양번영로 35, 자양3세대종합복지센터 (자양동)",서울특별시 광진구 자양동 581번지 2호 자양3세대종합복지센터,37.5332093,127.0753731
"서울특별시 송파구 올림픽로 25, 서울종합운동장 (잠실동)",서울특별시 송파구 잠실동 10번지 서울종합운동장,37.5164767,127.0730045
"서울특별시 송파구 올림픽로 25, 서울종합운동장 주경기장 (잠실동)",서울특별시 송파구 잠실동 10번지 서울종합운동장,37.5164767,127.0730045
서울특별시 송파구 송파대로 567 잠실주공5단지,서울특별시 송파구 잠실동 27 잠실주공아파트 잠실주공5단지,37.5152509,127.0948813
"서울특별시 동대문구 장한로 119 (장안동, 장안삼성쉐르빌)",서울특별시 동대문구 장안동 371번지 1호 장안삼성쉐르빌 6층,37.571665,127.0698849
서울특별시 마포구 토정로 6 (합정동),서울특별시 마포구 합정동 96-1 절두산순교기념박물관,37.5441234,126.9120963
"서울특별시 동작구 양녕로 283, 상도정동병원 (상도1동)",서울특별시 동작구 상도1동 614번지 1호 상도정동병원,37.5049493,126.9494575
"서울특별시 성북구 아리랑로19가길 21 (정릉동, 정릉꿈에그린)",서울특별시 성북구 정릉동 1038번지 정릉꿈에그린,37.6018409,127.0118668
"서울특별시 광진구 워커힐로 93, 정립회관 (구의동)",서울특별시 광진구 구의동 16-3 정립회관,37.550807,127.0976519
"서울특별시 동대문구 사가정로 207, 삼협메디스빌딩 (장안동)",서울특별시 동대문구 장안동 107번지 8호 삼협메디스빌딩 2층,37.5794009,127.0681532
"서울특별시 중구 소공로 106, 서울 웨스틴조선호텔 (소공동)",서울특별시 중구 소공동 87-1 서울 웨스틴조선호텔,37.5644511,126.9800968
"서울특별시 중구 소공로 106, 서울 웨스틴조선호텔 (소공동)",서울특별시 중구 소공동 87-1 서울 웨스틴조선호텔,37.5644511,126.9800968
"서울특별시 종로구 삼일대로30길 22, 종로세무서 (낙원동)",서울특별시 종로구 낙원동 58번지 8호 종로세무서,37.5740499,126.9884967
"서울특별시 종로구 홍지문길 29, 종로시니어스타워 (홍지동)",서울특별시 종로구 홍지동 69번지 18호 종로시니어스타워,37.6036467,126.9578421
서울특별시 강동구 상암로 251,서울특별시 강동구 명일동 257 고덕주공아파트,37.54792,127.1508907
"서울특별시 중구 소공로 70, 서울중앙우체국청사 (충무로1가)",서울특별시 중구 충무로1가 21번지 1호 서울중앙우체국청사,37.5616382,126.9820695
"서울특별시 중구 다산로 258, 리마크빌 동대문 2,3층 (흥인동)",서울특별시 중구 흥인동 86번지 리마크빌 동대문,37.566049,127.0166539
서울특별시 도봉구 우이천로 200,서울특별시 도봉구 창동 809 창동금용아파트,37.6378476,127.0356752
"서울특별시 도봉구 덕릉로63가길 43 (창동, 창동대우아파트)",서울특별시 도봉구 창동 804번지 창동대우아파트,37.6423727,127.0375422
서울특별시 도봉구 해등로 118 관리실,서울특별시 도봉구 창동 299 상아1차아파트 관리실,37.6540078,127.0423805
서울특별시 도봉구 노해로70길 126 1809동,서울특별시 도봉구 창동 30 주공18단지아파트 1809동,37.6467676,127.0519185
서울특별시 도봉구 노해로70길 126 1806동,서울특별시 도봉구 창동 30 주공18단지아파트 1806동,37.6467676,127.0519185
서울특별시 도봉구 노해로70길 126 1801동,서울특별시 도봉구 창동 30 주공18단지아파트 1801동,37.6467676,127.0519185
서울특별시 도봉구 노해로70길 126 1804동,서울특별시 도봉구 창동 30 주공18단지아파트 1804동,37.6467676,127.0519185
서울특별시 도봉구 노해로70길 126 1803동,서울특별시 도봉구 창동 30 주공18단지아파트 1803동,37.6467676,127.0519185
서울특별시 도봉구 노해로70길 126 1802동,서울특별시 도봉구 창동 30 주공18단지아파트 1802동,37.6467676,127.0519185
서울특별시 도봉구 노해로70길 126 1811동,서울특별시 도봉구 창동 30 주공18단지아파트 1811동,37.6467676,127.0519185
서울특별시 도봉구 노해로70길 37,서울특별시 도봉구 창동 33 주공19단지아파트,37.6507398,127.052611
서울특별시 도봉구 노해로70길 37,서울특별시 도봉구 창동 33 주공19단지아파트,37.6507398,127.052611
서울특별시 도봉구 노해로70길 37,서울특별시 도봉구 창동 33 주공19단지아파트,37.6507398,127.052611
서울특별시 도봉구 노해로70길 37,서울특별시 도봉구 창동 33 주공19단지아파트,37.6507398,127.052611
서울특별시 도봉구 노해로70길 37,서울특별시 도봉구 창동 33 주공19단지아파트,37.6507398,127.052611
서울특별시 도봉구 노해로70길 37,서울특별시 도봉구 창동 33 주공19단지아파트,37.6507398,127.052611
서울특별시 도봉구 노해로70길 37,서울특별시 도봉구 창동 33 주공19단지아파트,37.6507398,127.052611
서울특별시 도봉구 노해로70길 37,서울특별시 도봉구 창동 33 주공19단지아파트,37.6507398,127.052611
서울특별시 도봉구 노해로70길 37,서울특별시 도봉구 창동 33 주공19단지아파트,37.6507398,127.052611
서울특별시 도봉구 노해로70길 37,서울특별시 도봉구 창동 33 주공19단지아파트,37.6507398,127.052611
서울특별시 도봉구 노해로70길 37,서울특별시 도봉구 창동 33 주공19단지아파트,37.6507398,127.052611
서울특별시 도봉구 노해로70길 37,서울특별시 도봉구 창동 33 주공19단지아파트,37.6507398,127.052611
서울특별시 도봉구 해등로12길 44,서울특별시 도봉구 창동 316 주공2단지아파트,37.6527374,127.0423127
서울특별시 도봉구 해등로12길 44,서울특별시 도봉구 창동 316 주공2단지아파트,37.6527374,127.0423127
서울특별시 도봉구 해등로12길 44,서울특별시 도봉구 창동 316 주공2단지아파트,37.6527374,127.0423127
서울특별시 도봉구 해등로12길 44,서울특별시 도봉구 창동 316 주공2단지아파트,37.6527374,127.0423127
서울특별시 도봉구 우이천로4라길 11-14,서울특별시 도봉구 창동 821 초안산신도브래뉴,37.6334333,127.0425663
서울특별시 강동구 올림픽로 702 (천호동),서울특별시 강동구 천호동 360 해공도서관,37.5443828,127.1264297
"서울특별시 강동구 성안로25길 6 (천호동, 삼성아파트)",서울특별시 강동구 천호동 528번지 삼성아파트,37.5387176,127.1352572
"서울특별시 강동구 성안로25길 6 (천호동, 삼성아파트)",서울특별시 강동구 천호동 528번지 삼성아파트,37.5387176,127.1352572
"서울특별시 강동구 성안로25길 6 (천호동, 삼성아파트)",서울특별시 강동구 천호동 528번지 삼성아파트,37.5387176,127.1352572
서울특별시 강동구 천호대로 지하 997 천호역5호선 지하1층 원형광장,서울특별시 강동구 천호대로 지하 997 (천호동),37.53873932,127.1234106
서울특별시 강동구 천호대로 지하 997 8호선,서울특별시 강동구 천호대로 지하 997 (천호동),37.53857437,127.1239099
"서울특별시 동작구 국사봉1길 145, 사회복지법인청운종합복지원 (상도동)",서울특별시 동작구 상도동 290-1 사회복지법인청운종합복지원,37.4961107,126.933376
"서울특별시 강남구 봉은사로50길 6, 청음회관 (역삼동)",서울특별시 강남구 역삼동 681번지 50호 청음회관,37.5089965,127.040438
"서울특별시 노원구 덕릉로60길 222 (월계동, 초안산쌍용스윗닷홈아파트)",서울특별시 노원구 월계동 945번지 초안산쌍용스윗닷홈아파트,37.6305869,127.0444267
"서울특별시 중구 퇴계로 지하 199, 충무로역 3,4호선 (필동2가)","서울특별시 중구 필동2가 16번지 2호 충무로역 3,4호선",37.5612197,126.9943361
"서울특별시 강남구 테헤란로 513, 삼성동 K타워 11층 (삼성동)",서울특별시 강남구 삼성동 158번지 23호 삼성동 K타워,37.5089297,127.0575924
서울특별시 영등포구 선유로 156 코스트코코리아 양평점,서울특별시 영등포구 양평동3가 65 코스트코코리아 양평점,37.5278938,126.8922932
"서울특별시 종로구 세종대로 209 정부서울청사 6층, 7층","서울특별시 종로구 세종로 77-6 정부서울청사(행정자치부, 여성가족부 등) 정부서울청사 6층, 7층",37.574848,126.9754237
"서울특별시 금천구 시흥대로73길 67, 7층 7병동A병실 (시흥동)",서울특별시 금천구 시흥동 1031 7층 7병동A병실,37.4560181,126.8958834
"서울특별시 강서구 마곡중앙로 59-21, 에이스타워Ⅱ 3층 (마곡동)",서울특별시 강서구 마곡동 798-5 에이스타워Ⅱ,37.5589775,126.8242893
"서울특별시 강남구 도산대로17길 45, 학수정노인복지센터 (신사동)",서울특별시 강남구 신사동 544번지 29호 학수정노인복지센터,37.5211917,127.0234556
서울특별시 강서구 하늘길 76,서울특별시 강서구 과해동 676,37.5618268,126.7986787
서울특별시 강서구 하늘길 76,서울특별시 강서구 과해동 676,37.5618268,126.7986787
서울특별시 강서구 하늘길 76,서울특별시 강서구 과해동 676,37.5618268,126.7986787
"서울특별시 강서구 하늘길 76, 한국공항공사 서울지역본부 (과해동)",서울특별시 강서구 과해동 676,37.5618268,126.7986787
"서울특별시 강서구 하늘길 76, 한국공항공사 서울지역본부 (과해동)",서울특별시 강서구 과해동 676,37.5618268,126.7986787
"서울특별시 강서구 하늘길 76, 한국공항공사 서울지역본부 (과해동)",서울특별시 강서구 과해동 676,37.5618268,126.7986787
"서울특별시 강서구 하늘길 76, 한국공항공사 서울지역본부 (과해동)",서울특별시 강서구 과해동 676,37.5618268,126.7986787
서울특별시 강서구 하늘길 76,서울특별시 강서구 과해동 676,37.5618268,126.7986787
서울특별시 강서구 하늘길 76,서울특별시 강서구 과해동 676,37.5618268,126.7986787
"서울특별시 강서구 하늘길 76, 한국공항공사 서울지역본부 (과해동)",서울특별시 강서구 과해동 676,37.5618268,126.7986787
서울특별시 강서구 하늘길 76,서울특별시 강서구 과해동 676,37.5618268,126.7986787
"서울특별시 강서구 하늘길 76, 한국공항공사 서울지역본부 (과해동)",서울특별시 강서구 과해동 676,37.5618268,126.7986787
"서울특별시 강서구 하늘길 76, 한국공항공사 서울지역본부 (과해동)",서울특별시 강서구 과해동 676,37.5618268,126.7986787
서울특별시 강서구 하늘길 76,서울특별시 강서구 과해동 676,37.5618268,126.7986787
서울특별시 강서구 하늘길 76,서울특별시 강서구 과해동 676,37.5618268,126.7986787
"서울특별시 강서구 하늘길 76, 한국공항공사 서울지역본부 (과해동)",서울특별시 강서구 과해동 676,37.5618268,126.7986787
서울특별시 강서구 하늘길 76,서울특별시 강서구 과해동 676,37.5618268,126.7986787
"서울특별시 강서구 하늘길 76, 한국공항공사 서울지역본부 (과해동)",서울특별시 강서구 과해동 676,37.5618268,126.7986787
서울특별시 강서구 하늘길 76,서울특별시 강서구 과해동 676,37.5618268,126.7986787
"서울특별시 강서구 하늘길 76, 한국공항공사 서울지역본부 (과해동)",서울특별시 강서구 과해동 676,37.5618268,126.7986787
"서울특별시 노원구 화랑로 815, 삼육고등학교 (공릉동)",서울특별시 노원구 공릉동 26번지 19호 삼육대학교,37.6297429,127.0953701
"서울특별시 노원구 화랑로 815, 삼육고등학교 (공릉동)",서울특별시 노원구 공릉동 26번지 19호 삼육대학교,37.6297429,127.0953701
서울특별시 노원구 화랑로 815 한국삼육고등학교 (공릉동),서울특별시 노원구 공릉동 26-19 삼육대학교 한국삼육고등학교,37.6446056,127.1052795
서울특별시 노원구 화랑로 815 한국삼육고등학교 (공릉동),서울특별시 노원구 공릉동 26-19 삼육대학교 한국삼육고등학교,37.6446056,127.1052795
"서울특별시 영등포구 경인로 846, 영등포 민자역사 (영등포동)",서울특별시 영등포구 영등포동 618번지 496호 영등포 민자역사,37.5164993,126.9072295
"서울특별시 영등포구 경인로 846, 영등포 민자역사 (영등포동)",서울특별시 영등포구 영등포동 618번지 496호 영등포 민자역사,37.5164993,126.9072295
"서울특별시 영등포구 경인로 846, 영등포 민자역사 (영등포동)",서울특별시 영등포구 영등포동 618번지 496호 영등포 민자역사,37.5164993,126.9072295
"서울특별시 영등포구 경인로 846, 영등포 민자역사 (영등포동)",서울특별시 영등포구 영등포동 618번지 496호 영등포 민자역사,37.5164993,126.9072295
"서울특별시 영등포구 경인로 846, 영등포 민자역사 (영등포동)",서울특별시 영등포구 영등포동 618번지 496호 영등포 민자역사,37.5164993,126.9072295
"서울특별시 성동구 독서당로 156 관리사무소 (옥수동, 한남하이츠아파트)",서울특별시 성동구 옥수동 220-1 한남하이츠아파트 관리사무소,37.539745,127.014156
"서울특별시 관악구 장군봉길 46, 봉천동사회복지시설 (봉천동)",서울특별시 관악구 봉천동 1531-27 봉천동사회복지시설,37.4809871,126.9392863
"서울특별시 금천구 가산디지털2로 53, 한라시그마밸리 (가산동)",서울특별시 금천구 가산동 345-90 한라시그마밸리,37.4730172,126.8811687
"서울특별시 마포구 월드컵로5길 11, 합정동주민센터 (합정동)",서울특별시 마포구 합정동 473번지 합정동주민센터,37.5510568,126.9118671
"서울특별시 구로구 서해안로 2102, 솔보프라자 (항동)",서울특별시 구로구 항동 119-6 솔보프라자,37.4800802,126.823526
"서울특별시 강남구 영동대로 737, 리베라호텔 (청담동)",서울특별시 강남구 청담동 53번지 7호 리베라호텔,37.5245867,127.0530305
"서울특별시 강동구 아리수로93길 41, 홀트강동복지관 (강일동)",서울특별시 강동구 강일동 665번지 3호 홀트강동복지관,37.5676649,127.1719943
서울특별시 성북구 성북로14가길 23 (성북동),서울특별시 성북구 성북동 151 홍익대학교부속중고등학교 (성북동),37.5944226,127.0034081
"서울특별시 강서구 초록마을로15길 81, 화곡배수지체육공원 (화곡동)",서울특별시 강서구 화곡동 산 22-80 화곡배수지체육공원,37.5418909,126.8553372
서울특별시 종로구 사직로9길 15-32 황학정 국궁전시관,서울특별시 종로구 사직동 산1-1 황학정 국궁전시관,37.5778473,126.9642713
"서울특별시 도봉구 우이천로 432, 효문중,고등학교 (쌍문동)","서울특별시 도봉구 쌍문동 468 효문중,고등학교",37.6526614,127.0183261
서울특별시 동작구 서달로 123 (흑석동),서울특별시 동작구 흑석동 232-55,37.5042597,126.9595063
"서울특별시 서초구 헌릉로8길 10-12 신원동,힐스테이트서초젠트리스","서울특별시 서초구 신원동 412-5 힐스테이트서초젠트리스 신원동,힐스테이트서초젠트리스",37.4559523,127.0581198
"서울특별시 동대문구 홍릉로10길 48 (청량리동, 홍릉동부아파트)",서울특별시 동대문구 청량리동 212 홍릉동부아파트,37.5861654,127.04603
서울특별시 동대문구 장안벚꽃로1길 7 힐스테이트 1006동 맞은편 뚝방길 작은도서관,서울특별시 동대문구 장안동 329-2 장안힐스테이트 힐스테이트 1006동 맞은편 뚝방길 작은도서관,37.5759749,127.0753766
"서울특별시 양천구 목동동로 37, 신정7동주민센터 (신정동)",서울특별시 양천구 신정동 324번지 5호 신정7동주민센터,37.5152291,126.8591252
"서울특별시 양천구 곰달래로1길 38, 신월1동주민센터 (신월동)",서울특별시 양천구 신월동 135번지 18호 신월1동주민센터,37.5330972,126.831326
서울특별시 양천구 곰달래로2길 16 (신월동) 성원아파트,서울특별시 양천구 신월동 222-7 성원아파트,37.5282122,126.8339527
"서울특별시 양천구 신정이펜2로 55 (신정동, 신정이펜하우스2단지)",서울특별시 양천구 신정동 1322번지 신정이펜하우스2단지,37.5161251,126.8301486
"서울특별시 양천구 목동중앙본로 120, 목2동주민센터 (목동)",서울특별시 양천구 목동 530번지 6호 목2동주민센터,37.5464631,126.8717062
"서울특별시 서초구 서운로 197 (서초동, 롯데캐슬클래식아파트)",서울특별시 서초구 서초동 1312번지 3호 롯데캐슬클래식아파트,37.5001766,127.0199757
"서울특별시 금천구 한내로 69-15 (독산동, 주공13단지아파트)",서울특별시 금천구 독산동 1088번지 1호 주공13단지아파트,37.4600891,126.886482
"서울특별시 금천구 한내로 69-15, 주공13단지아파트 (독산동, 주공13단지아파트)",서울특별시 금천구 독산동 1088번지 1호 주공13단지아파트,37.4600891,126.886482
"서울특별시 금천구 한내로 69-15 (독산동, 주공13단지아파트)","서울특별시 금천구 한내로 69-15, 주공13단지아파트 (독산동, 주공13단지아파트)",37.4577246,126.8873951
서울특별시 동대문구 약령중앙로 26 (제기동),서울특별시 동대문구 제기동 1082 서울한방진흥센터,37.5806721,127.0376428
서울특별시 동대문구 휘경로11길 52,서울특별시 동대문구 이문동 84-1 중앙하이츠빌,37.5971147,127.0646873
서울특별시 동대문구 정릉천동로 16,서울특별시 동대문구 용두동 791 용두두산위브,37.5734458,127.0362528
서울특별시 동대문구 회기로8길 20,서울특별시 동대문구 제기동 1212-1 한신아파트,37.5903743,127.0397955
서울특별시 동대문구 답십리로56길 21-1,서울특별시 동대문구 답십리동 990-1 두산아파트,37.569255,127.0593426
서울특별시 동대문구 한천로58길 135,서울특별시 동대문구 이문동 54-1 현대아파트,37.6022761,127.0706679
"서울특별시 동대문구 이문로54길 16 (이문동, 이문e편한세상아파트)",서울특별시 동대문구 이문동 225-1 이문e편한세상아파트,37.604807,127.0629977
"서울특별시 동대문구 답십리로41길 7 (답십리동, 답십리대우아파트)",서울특별시 동대문구 답십리동 111-1 답십리대우아파트,37.5731747,127.054522
서울특별시 동대문구 전농로16길 51 (전농동 688-1),서울특별시 동대문구 전농동 688 래미안아름숲 (전농동 688-1),37.5809798,127.0610871
서울특별시 동대문구 전농로 190,서울특별시 동대문구 전농동 155-1 전농동삼성아파트,37.5812992,127.0556252
서울특별시 동대문구 답십리로60길 38,서울특별시 동대문구 답십리동 808 대림아파트,37.5709293,127.0637326
서울특별시 동대문구 한천로37길 33,서울특별시 동대문구 답십리동 1000 래미안엘파인아파트,37.5758775,127.0653207
"서울특별시 동대문구 답십리로57길 53 (답십리동, 답십리청솔우성아파트)",서울특별시 동대문구 답십리동 80-1 답십리청솔우성아파트,37.5751663,127.0611525
서울특별시 동대문구 한천로 329,서울특별시 동대문구 휘경동 367-1 휘경2동 주민센터,37.5900949,127.0685931
서울특별시 동대문구 신이문로 27-5,서울특별시 동대문구 이문동 237-1 이문2동 주민센터,37.6033395,127.0650396
서울특별시 동대문구 회기로25길 12-1,서울특별시 동대문구 회기동 347-8 회기동 주민센터,37.5908239,127.0551763
서울특별시 동대문구 한천로18길 52,서울특별시 동대문구 장안동 395-3 장안1동 주민센터,37.5678207,127.0665342
서울특별시 동대문구 사가정로 253 서울지방경찰청 제2기동단,서울특별시 동대문구 장안동 284-5 서울지방경찰청 제2기동단,37.5796289,127.0729191
서울특별시 동대문구 한천로58길 81-49,서울특별시 동대문구 이문동 189 이문체육센터,37.6023181,127.0690385
서울특별시 동대문구 답십리로 210-3,서울특별시 동대문구 답십리동 2-294 동대문구체육관,37.5722951,127.0639906
"서울특별시 서초구 신반포로 176, 센트럴시티 (반포동)",서울특별시 서초구 반포동 19-3 센트럴시티,37.5043628,127.0036394
"서울특별시 서초구 신반포로 176, 센트럴시티 (반포동)",서울특별시 서초구 반포동 19-3 센트럴시티,37.5043628,127.0036394
"서울특별시 서초구 신반포로 176, 센트럴시티 (반포동)",서울특별시 서초구 반포동 19-3 센트럴시티,37.5043628,127.0036394
"서울특별시 서초구 신반포로 176, 센트럴시티 (반포동)",서울특별시 서초구 반포동 19-3 센트럴시티,37.5043628,127.0036394
"서울특별시 서초구 신반포로 176, 센트럴시티 (반포동)",서울특별시 서초구 반포동 19-3 센트럴시티,37.5043628,127.0036394
서울특별시 도봉구 도봉로136가길 73,서울특별시 도봉구 창동 826 북한산한신휴플러스아파트,37.6557245,127.0428805
"서울특별시 도봉구 노해로 313, 북부교육청 (창동)",서울특별시 도봉구 창동 327-1 북부교육청,37.6518271,127.0433544
서울특별시 영등포구 당산로 123 영등포구보건소,서울특별시 영등포구 당산로 123 영등포구보건소,37.526436,126.896004
"서울특별시 금천구 시흥대로73길 70, 금천구청종합청사 (시흥동)",서울특별시 금천구 시흥동 1020 금천구청종합청사,37.4568182,126.8954093
서울특별시 구로구 천왕로1길 11 (천왕동),서울특별시 구로구 천왕동 172-2 천왕초등학교,37.481382,126.8370091
서울특별시 송파구 삼학사로 53 석촌고분역 (삼전동),서울특별시 송파구 삼전동 180-8 태영빌딩 석촌고분역,37.5020974,127.0966801
"서울특별시 구로구 천왕로1길 11, 천왕초등학교 (천왕동)",서울특별시 구로구 천왕동 273번지 2호 천왕초등학교,37.4803706,126.8382141
서울특별시 서대문구 독립문로 27,서울특별시 서대문구 독립문로 27,37.5696052,126.9613126
서울특별시 강동구 고덕로80길 111,서울특별시 강동구 상일동 131-1 상일동주민센터,37.5515919,127.1655158
서울특별시 용산구 서빙고로 17 (한강로3가),서울특별시 용산구 한강로3가 63-70,37.5259057,126.967659
서울특별시 강동구 천호대로193길 37,서울특별시 강동구 길동 400 길동우성아파트,37.5371709,127.1442038
서울특별시 강동구 천호대로193길 37,서울특별시 강동구 길동 400 길동우성아파트,37.5371709,127.1442038
"서울특별시 동대문구 휘경로 60 (휘경동, 휘경SK VIEW 아파트)",서울특별시 동대문구 휘경동 128번지 12호 휘경SK VIEW 아파트,37.5931081,127.0669665
서울특별시 광진구 천호대로 지하 550 .,서울특별시 광진구 능동 275-5 .,37.556735,127.0805476
서울특별시 마포구 월드컵북로44길 40,서울특별시 마포구 상암동 17-2 마포주민편익시설,37.5767405,126.8954189
"서울특별시 강북구 한천로 897, 강북보건소,번2동 주민센터 (번동)","서울특별시 강북구 번동 232번지 강북보건소,번2동 주민센터",37.6322165,127.0388319
"서울특별시 강북구 한천로115길 20 (번동, 번동주공5단지아파트)",서울특별시 강북구 번동 230번지 번동주공5단지아파트,37.6330933,127.0362269
"서울특별시 강북구 오현로 208 (번동, 번동주공아파트)",서울특별시 강북구 번동 237번지 번동주공아파트,37.6290463,127.0418875
"서울특별시 강북구 한천로105길 24 (번동, 번동2단지주공아파트)",서울특별시 강북구 번동 241번지 번동2단지주공아파트,37.6265726,127.0453474
"서울특별시 강북구 삼양로19길 113 (미아동, 삼각산아이원아파트)",서울특별시 강북구 미아동 1357번지 삼각산아이원아파트,37.615229,127.0181311
"서울특별시 강북구 한천로 897, 강북보건소,번2동 주민센터 (번동)","서울특별시 강북구 한천로 897, 강북보건소,번2동 주민센터 (번동)",37.6323588,127.0387953
서울특별시 마포구 마포대로 183,서울특별시 마포구 아현동 618-1 서울마포경찰서,37.5507471,126.9542648
"서울특별시 동대문구 답십리로 210-30 (답십리동, 한신아파트)","서울특별시 동대문구 답십리동 42 한신아파트 (답십리동, 한신아파트) 노인정 입구",37.5708179,127.0625854
"서울특별시 양천구 목동남로 106-23, 어린이교통공원 (신정동)",서울특별시 양천구 신정동 163-55 어린이교통안전교육장,37.5087814,126.8697266
서울특별시 강북구 삼각산로 115 수유2파출소 (수유동),서울특별시 강북구 수유동 605-512 수유2파출소,37.6409243,127.0171159
"서울특별시 은평구 은평로 220 (응암동, 녹번역e편한세상캐슬아파트)",서울특별시 은평구 응암동 36 녹번역e편한세상캐슬아파트,37.598828,126.9326378
"서울특별시 양천구 신정이펜1로 20, 서울특별시서남병원 (신정동)",서울특별시 양천구 신정동 1320번지 7호 서울특별시서남병원,37.512746,126.8323147
"서울특별시 서대문구 통일로 113, 서대문경찰서 (미근동)",서울특별시 서대문구 미근동 165번지 서대문경찰서,37.5648833,126.966879
"서울특별시 양천구 목동동로8길 70, 목일중학교 (신정동)",서울특별시 양천구 신정동 330번지 2호 목일중학교,37.5135389,126.8719615
서울특별시 동대문구 천호대로 421 지혜병원,서울특별시 동대문구 장안동 464-3 지혜병원,37.5617486,127.0659485
서울특별시 강동구 상암로 260,서울특별시 강동구 상암로260,37.546366,127.1513427
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B8층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B8층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B7층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B6층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B5층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B3층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B2층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B1층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 B1층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 1층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 1층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 1층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 3층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 5층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 5층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 6층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 19층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 19층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 22층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 26층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 26층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 27층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 28층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 30층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 31층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 38층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 39층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
"서울특별시 서초구 서초대로74길 11, 삼성전자빌딩 39층 (서초동)",서울특별시 서초구 서초동 1320-10 삼성전자빌딩,37.4966999,127.026853
