행정 구역,업소명,소재지,전화번호,관리구분,입력주소,경도,위도
대전 중구,(합)유한가스한밭에스콜 유한가스충전소,대전 중구 중촌동 198-1,042-222-2700,자동차충전,대전 중구 중촌동 198-1,127.4046596,36.3464422
대전 중구,대전개인택시충전소," 대전 중구 안영동 280, 279-1.2,355 ",042-586-6460,자동차충전,"대전 중구 안영동 280, 279-1.2,355 ",127.3764568,36.2828505
대전 중구,세일가스충전소,대전 중구 석교동 17-2,042-271-2271,자동차충전,대전 중구 석교동 17-2,127.4430191,36.3070082
대전 중구,맘모스LPG충전소," 대전 중구 중촌동 413-43,413-44 ",042-257-8898,자동차충전,"대전 중구 중촌동 413-43,413-44 ",127.4059066,36.3480076
울산 남구,대양울산충전소,울산 남구 여천동 1000-1,052-272-8487,용기+자동차+13kg용기,울산 남구 여천동 1000-1,129.3444404,35.5258895
울산 남구,대양제2충전소,울산 남구 무거1동 1283,052-274-2114,자동차충전,울산 남구 무거1동 1283,129.2939217,35.5443872
울산 남구,울산LPG충전소,울산 남구 여천동 901-19번지,052-275-8844,용기+자동차+13kg용기,울산 남구 여천동 901-19번지,129.3441846,35.5204666
울산 남구,울산개인택시제1충전소,울산 남구 야음동 155-3,052-257-7462,자동차충전,울산 남구 야음동 155-3,129.3435127,35.5257917
울산 남구,개인택시복지충전소,울산 남구 무거동 1312-1,052-267-8999,자동차충전,울산 남구 무거동 1312-1,129.291636,35.5455834
울산 남구,남울산LPG충전소,울산 남구 상개동 73-3,052-273-4750,자동차+13kg용기,울산 남구 상개동 73-3,129.3224539,35.5076198
울산 남구,대양제1충전소,울산 남구 여천동 1110-7  대양제1충전소,052-227-4350,자동차충전,울산 남구 여천동 1110-7  대양제1충전소,129.3437105,35.5270784
울산 남구,울산두왕LPG충전소,울산 남구 두왕동 71-12,052-265-8826,자동차충전,울산 남구 두왕동 71-12,129.308344,35.5089363
울산 남구,(주)남산가스충전소,울산 남구 신정동 1545번지,052-275-1652,자동차충전,울산 남구 신정동 1545번지,129.2949475,35.5444032
울산 남구," 에스케이울산충전소(구,금광가스) ",울산 남구 달동 1272-8번지,052-273-4636,용기+자동차+13kg용기,울산 남구 달동 1272-8번지,129.3295934,35.5348238
울산 남구,(주)옥동엘피지 수소 복합충전소,울산 남구 옥동 68-1,052-265-5540,자동차충전,울산 남구 옥동 68-1,129.2915274,35.5222947
울산 남구,SK울산충전소,울산 남구 삼산동 1497-5번지,052-273-6051,자동차충전,울산 남구 삼산동 1497-5번지,129.324607,35.5467489
울산 남구,명진가스(주)삼산지점,울산 남구 삼산동 1639-1,052-271-7771,자동차충전,울산 남구 삼산동 1639-1,129.3502033,35.5395069
울산 동구,동구LPG충전소,울산 동구 방어동 903-2,052-234-0882,자동차충전,울산 동구 방어동 903-2,129.4174292,35.4908586
울산 북구,대성산업(주)연암대성충전소,울산 북구 진장동 110-3.110-4번지,052-288-0151,자동차충전,울산 북구 진장동 110-3.110-4번지,129.3559983,35.5804419
울산 북구,대양충전소,울산 북구 신천동 422-2,052-298-3114,자동차충전,울산 북구 신천동 422-2,129.3452285,35.6370284
울산 북구,현대자동차(주),울산 북구 양정동 700번지,052-215-8445,자동차충전,울산 북구 양정동 700번지,129.3828257,35.54039
울산 북구,(주)아성에너지,울산 북구 효문동 666,052-287-1666,용기+자동차+13kg용기,울산 북구 효문동 666,129.3673909,35.561368
울산 북구,경동가스충전소,울산 북구 연암동 1263-4,052-288-0610,자동차충전,울산 북구 연암동 1263-4,129.3575313,35.5810645
울산 북구,태평양LPG충전소,울산 북구 중산동 464-3,052-295-2520,자동차충전,울산 북구 중산동 464-3,129.3381236,35.6677964
울산 북구,현대자동차(주),울산 북구 양정동 700번지,052-215-8445,자동차충전,울산 북구 양정동 700번지,129.3828257,35.54039
울산 북구,현대자동차(주),울산 북구 양정동 700번지,052-215-8445,자동차충전,울산 북구 양정동 700번지,129.3828257,35.54039
울산 북구,연암LPG충전소,울산 북구 연암동 1358,052-283-1440,자동차충전,울산 북구 연암동 1358,129.3707343,35.5782833
울산 울주군,청량가스충전소,울산 울주군 청량면 동천리 199-2,052-260-4515,자동차충전,울산 울주군 청량면 동천리 199-2,129.292178,35.4700026
울산 울주군,만수르에너지충전소,울산 울주군 삼남면 신화리 1456번지,052-262-9955,자동차+13kg용기,울산 울주군 삼남면 신화리 1456번지,129.1124173,35.5384288
울산 울주군,(주)신일복합충전소,울산 울주군 웅촌면 곡천리1-11번지,052-225-1500,용기+자동차+13kg용기,울산 울주군 웅촌면 곡천리1-11번지,129.2183606,35.4715815
울산 울주군,동양가스산업(주)오복충전소,울산 울주군 웅촌면 대복리 452-1,052-225-9036,자동차+13kg용기,울산 울주군 웅촌면 대복리 452-1,129.2185993,35.4859372
울산 울주군,울산가스충전소,울산 울주군 언양읍 직동리 182-1,052-264-5189,자동차충전,울산 울주군 언양읍 직동리 182-1,129.1314279,35.5752873
울산 울주군,(주)문수가스충전소,울산 울주군 웅촌면 대복리5-5번지,052-223-8600,자동차충전,울산 울주군 웅촌면 대복리5-5번지,129.2247026,35.4880025
울산 울주군,(주)일선에너지 온산LPG충전소,울산 울주군 온산읍 화산리 1006-6,052-238-8114,자동차충전,울산 울주군 온산읍 화산리 1006-6,129.3326642,35.4397108
울산 울주군,상대LPG충전소,울산 울주군 웅촌면 대대리 1017-5,052-225-6051,자동차+13kg용기,울산 울주군 웅촌면 대대리 1017-5,129.1913316,35.4370961
울산 울주군,(주)온양유류:구)온양LPG충전소,울산 울주군 온양읍 망양리 640,052-239-3873,자동차충전,울산 울주군 온양읍 망양리 640,129.2847932,35.4421044
울산 울주군,통도IC충전소,울산 울주군 삼남면 방기리 241-1번지,052-372-6336,자동차충전,울산 울주군 삼남면 방기리 241-1번지,129.0929856,35.501724
울산 울주군,(주)박앤정-채움가스충전소,울산 울주군 온양읍 운화리 212,052-238-8775,자동차충전,울산 울주군 온양읍 운화리 212,129.2708963,35.4142383
울산 울주군,(주)정우에너지입암가스충전소,울산 울주군 범서읍 입암리 997-1,052-248-0019,자동차충전,울산 울주군 범서읍 입암리 997-1,129.210249,35.572034
울산 울주군,언양가스충전소,울산 울주군 언양읍 어음리124,052-263-0888,자동차충전,울산 울주군 언양읍 어음리124,129.1366256,35.5582034
울산 울주군,(주)오일석유," 울산 울주군 언양읍 반곡리 900-2, 900-3, 900-8, 900-9 ",052-263-6146,자동차충전,"울산 울주군 언양읍 반곡리 900-2, 900-3, 900-8, 900-9 ",129.1421915,35.5990887
울산 중구,우정혁신도시충전소,울산 중구 교동 산39,052-244-2244,자동차충전,울산 중구 교동 산39,129.3150008,35.5615633
울산 중구,태화가스충전소,울산 중구 태화동 949-4번지외3필지,052-223-1580,자동차충전,울산 중구 태화동 949-4번지외3필지,129.2806747,35.5581023
세종,(주)한화연기LPG충전소,세종  연동면 응암리 786-4,044-864-7068,자동차+탱크,세종  연동면 응암리 786-4,127.3366699,36.5415153
세종,서일산업(주),충남 연기군 전의면 유천리 85-6,044-867-2211,용기+자동차+탱크+13kg용기,충남 연기군 전의면 유천리 85-6,127.1611016,36.6880427
세종,조치원LPG충전소,세종 * 조치원읍 신안리 209-7,044-864-3651,자동차+13kg용기,세종 * 조치원읍 신안리 209-7,127.2923761,36.5928909
세종,(주)한유에너지 중부가스충전소,충남 연기군 조치원읍 번암리 189-3,044-866-5151,자동차충전,충남 연기군 조치원읍 번암리 189-3,127.2926434,36.5807442
세종,(주)솔로케미칼,세종 전의면 동교리 19-4,044-866-2199,용기+탱크+13kg용기,세종 전의면 동교리 19-4,127.2180399,36.6742095
세종,신안LPG충전소,충남 연기군 조치원읍 신안리 86-4,044-867-2346,자동차충전,충남 연기군 조치원읍 신안리 86-4,127.2929711,36.615866
세종,SK남세종충전소,세종 금송로 595,044-865-6635,자동차충전,세종 금송로 595,127.2448379,36.4649609
세종,SK세종충전소,세종 연기면 산울리 693 (1동) 1567,044-866-6634,자동차충전,세종 연기면 산울리 693 (1동) 1567,127.2478727,36.5296061
경기 가평군,(주)에너지뱅크,경기 가평군 청평면 하천리 278,031-584-8646,자동차+탱크+13kg용기,경기 가평군 청평면 하천리 278,127.4354975,37.7536688
경기 가평군,(주)대성에너지," 경기 가평군 청평면 대성리 621-4, 621-6 ",031-584-9200,자동차+탱크,"경기 가평군 청평면 대성리 621-4, 621-6 ",127.377241,37.6784722
경기 가평군,(주)오일유업 경춘LPG충전소,경기 가평군 가평읍 상색리 280-3,031-581-4545,자동차충전,경기 가평군 가평읍 상색리 280-3,127.481552,37.7971299
경기 가평군,화랑포충전소," 경기 가평군 청평면 대성리 193-11, 193-15 (화랑포LPG충전소) ",031-585-8158,자동차충전,"경기 가평군 청평면 대성리 193-11, 193-15 (화랑포LPG충전소) ",127.3912728,37.730175
경기 가평군,성원에너지(주),경기 가평군 가평읍 하색리 249-23 (가평충전소),031-582-9950,용기+자동차+탱크+13kg용기,경기 가평군 가평읍 하색리 249-23 (가평충전소),127.496952,37.8101264
경기 가평군,국토충전소,경기 가평군 조종면 현리 444-10,031-585-6786,자동차충전,경기 가평군 조종면 현리 444-10,127.34142,37.8125582
경기 가평군,행복충전소," 경기 가평군 청평면 대성리 56-1, 11, 12, 13 ",031-585-2813,자동차충전,"경기 가평군 청평면 대성리 56-1, 11, 12, 13 ",127.4018073,37.7180649
경기 가평군,KH에너지(주) 가평충전소(서울방향),경기 가평군 설악면 미사리 145-3,031-584-5135,자동차충전,경기 가평군 설악면 미사리 145-3,127.5439075,37.7001117
경기 가평군,KH에너지(주) 가평충전소(춘천방향),경기 가평군 설악면 미사리 149-4 (설악휴게소),031-584-5189,자동차충전,경기 가평군 설악면 미사리 149-4 (설악휴게소),127.5465517,37.7016627
경기 고양시 덕양구,복지용두충전소,경기 고양시 덕양구 용두동 568-8,031-358-8440,자동차충전,경기 고양시 덕양구 용두동 568-8,126.8777737,37.6316636
경기 고양시 덕양구,동아엘피지충전소,경기 고양시 덕양구 대자동 37 (액화가스판매소),031-969-8227,자동차충전,경기 고양시 덕양구 대자동 37 (액화가스판매소),126.9017118,37.6963296
경기 고양시 덕양구,원당LPG충전소,경기 고양시 덕양구 원당동 234-1외 4필지,031-968-0343,자동차충전,경기 고양시 덕양구 원당동 234-1외 4필지,126.8500396,37.6706087
경기 고양시 덕양구,화전엘피지충전소,경기 고양시 덕양구 화전동 735,031-3158-0083,자동차충전,경기 고양시 덕양구 화전동 735,126.8642897,37.6079729
경기 고양시 덕양구,썬엘피지충전소,경기 고양시 덕양구 화전동 757-6,031-3159-8118,자동차충전,경기 고양시 덕양구 화전동 757-6,126.8608509,37.6091832
경기 고양시 덕양구,통일로충전소,경기 고양시 덕양구 내유동 482-10,031-968-1213,자동차충전,경기 고양시 덕양구 내유동 482-10,126.8488098,37.720107
경기 고양시 덕양구,(주)삼전,경기 고양시 덕양구 벽제동 229,031-969-8558,자동차충전,경기 고양시 덕양구 벽제동 229,126.9027649,37.6971953
경기 고양시 덕양구,(주)와이이에스 자유제일충전소," 경기 고양시 덕양구 행주외동 27, 30-5, 31-5 ",031-938-1292,자동차충전,"경기 고양시 덕양구 행주외동 27, 30-5, 31-5 ",126.8220079,37.6038643
경기 고양시 덕양구,(주)서강이엔한강LPG충전소,경기 고양시 덕양구 덕은동 557-7,031-3159-7119,자동차충전,경기 고양시 덕양구 덕은동 557-7,126.8549409,37.5817079
경기 고양시 덕양구,(주)상암에너지,경기 고양시 덕양구 덕은동 425-97,031-3158-0066,자동차충전,경기 고양시 덕양구 덕은동 425-97,126.8594733,37.5792379
경기 고양시 덕양구,그린필드충전소," 경기 고양시 덕양구 벽제동 159-1, 159-7 ",031-969-9604,자동차충전,"경기 고양시 덕양구 벽제동 159-1, 159-7 ",126.9196328,37.7178491
경기 고양시 덕양구,원당오렌지충전소,경기 고양시 덕양구 원당동 233,031-967-0559,자동차충전,경기 고양시 덕양구 원당동 233,126.8507993,37.6705981
경기 고양시 덕양구,서오릉가스충전소,경기 고양시 덕양구 도내동 994 (1동),031-968-8661,자동차충전,경기 고양시 덕양구 도내동 994 (1동),126.8652571,37.6322557
경기 고양시 덕양구,뉴타운충전소," 경기 고양시 덕양구 지축동 81-12,13,14 ",031-384-1216,자동차충전,"경기 고양시 덕양구 지축동 81-12,13,14 ",126.9593558,37.6804178
경기 고양시 일산동구,일산오렌지충전소," 경기 고양시 일산동구 장항동 541-3,541-32, 541-33 ",031-903-3586,자동차충전,"경기 고양시 일산동구 장항동 541-3,541-32, 541-33 ",126.7610417,37.6429925
경기 고양시 일산동구,신우에너지(주) 신도시충전소,경기 고양시 일산동구 백석동 1184,031-904-9022,자동차충전,경기 고양시 일산동구 백석동 1184,126.7980153,37.651376
경기 고양시 일산동구,문봉충전소,경기 고양시 일산동구 문봉동 154-1,031-977-8811,자동차충전,경기 고양시 일산동구 문봉동 154-1,126.8243729,37.7017377
경기 고양시 일산동구,(주)원일에너지,경기 고양시 일산동구 문봉동 195-4,031-977-0270,용기+자동차+탱크+13kg용기,경기 고양시 일산동구 문봉동 195-4,126.8194423,37.7101759
경기 고양시 일산동구,신우에너지(주)풍동충전소,경기 고양시 일산동구 식사동 861-1,031-966-0384,자동차충전,경기 고양시 일산동구 식사동 861-1,126.8066189,37.6724659
경기 고양시 일산동구,더불어가스충전소,경기 고양시 일산동구 성석동 1082-24,031-975-8513,자동차충전,경기 고양시 일산동구 성석동 1082-24,126.7893139,37.7168351
경기 고양시 일산동구,일산제일충전소,경기 고양시 일산동구 성석동 1305-4,031-976-6096,자동차충전,경기 고양시 일산동구 성석동 1305-4,126.7808042,37.701097
경기 고양시 일산동구,신우에너지(주)," 경기 고양시 일산동구 성석동 1305-5, 6, 32 ",031-964-1984,자동차충전,"경기 고양시 일산동구 성석동 1305-5, 6, 32 ",126.7817447,37.700449
경기 고양시 일산동구,제이원네트웍스(주),경기 고양시 일산동구 식사동 832-20,031-967-8414,자동차충전,경기 고양시 일산동구 식사동 832-20,126.7998758,37.6772989
경기 고양시 일산서구,(주)케이엘페트로 고양덕이동지점,경기 고양시 일산서구 덕이동 1184-6,031-928-4776,자동차충전,경기 고양시 일산서구 덕이동 1184-6,126.7327354,37.7024102
경기 고양시 일산서구,신우에너지(주)신일산가스충전소,경기 고양시 일산서구 대화동 59-6,031-914-1355,자동차충전,경기 고양시 일산서구 대화동 59-6,126.7580944,37.6879577
경기 고양시 일산서구,자유로엘피지충전소,경기 고양시 일산서구 법곳동 1240-1번지외1필지,031-923-5181,자동차충전,경기 고양시 일산서구 법곳동 1240-1번지외1필지,126.7010866,37.667909
경기 고양시 일산서구,이산포충전소,경기 고양시 일산서구 법곳동 237-1,031-923-8100,자동차충전,경기 고양시 일산서구 법곳동 237-1,126.7239658,37.6622662
경기 고양시 일산서구,(주)휴세코(희망충전소),경기 고양시 일산서구 덕이동 304-4,031-925-5199,자동차충전,경기 고양시 일산서구 덕이동 304-4,126.7596074,37.6985423
경기 과천시,과천엘피지충전소,경기 과천시 과천동 30,031-3418-7100,자동차충전,경기 과천시 과천동 30,127.0102779,37.4556416
경기 과천시,(주)케이씨에너지,경기 과천시 갈현동 302-1,031-507-4022,자동차충전,경기 과천시 갈현동 302-1,126.9789871,37.4044026
경기 광명시,헵시바(주) 헵시바충전소," 경기 광명시 광명동 162-15,162-2,159-103,679-201,679-373,776-3 ",031-2615-5151,자동차충전,"경기 광명시 광명동 162-15,162-2,159-103,679-201,679-373,776-3 ",126.847594,37.4816489
경기 광명시,가학충전소,경기 광명시 가학동 563번지,031-2615-6697,자동차충전,경기 광명시 가학동 563번지,126.84933,37.4155833
경기 광명시,극동실업(주),경기 광명시 하안1동 501-6,031-898-1212,용기+자동차+13kg용기,경기 광명시 하안1동 501-6,126.8661983,37.4543742
경기 광명시,MCenergy광명지점,경기 광명시 광명7동 621-7,031-2613-4904,자동차충전,경기 광명시 광명7동 621-7,126.844889,37.4605201
경기 광주시,(주)대지석유갈마엘피지충전소," 경기 광주시 삼동 265-4,5,9,10 ",031-761-5330,자동차충전,"경기 광주시 삼동 265-4,5,9,10 ",127.2020338,37.4107138
경기 광주시," 오포주유소,충전소 ",경기 광주시 오포읍 추자리 306-1,031-766-0005,자동차충전,경기 광주시 오포읍 추자리 306-1,127.2262676,37.3587294
경기 광주시,새광주충전소,경기 광주시 쌍령동 113-1,031-764-1052,자동차충전,경기 광주시 쌍령동 113-1,127.2682137,37.4042307
경기 광주시,대성산업(주)곤지암충전소,경기 광주시 곤지암읍 삼리 612-8,031-763-6107,용기+자동차+13kg용기,경기 광주시 곤지암읍 삼리 612-8,127.333892,37.3535995
경기 광주시,광주가스(주),경기 광주시 송정동 428-2,031-765-3477,자동차충전,경기 광주시 송정동 428-2,127.2591445,37.4305127
경기 광주시,인성에너지,경기 광주시 오포읍 능평리 86-1 외 2필지,031-761-5406,자동차충전,경기 광주시 오포읍 능평리 86-1 외 2필지,127.1834791,37.3467187
경기 광주시,새한가스,경기 광주시 역동 112-3,031-762-5511,자동차충전,경기 광주시 역동 112-3,127.2461699,37.4015151
경기 광주시,주식회사 제일트랜스포트," 경기 광주시 송정동 461-1,2번지 ",031-761-2713,자동차충전,"경기 광주시 송정동 461-1,2번지 ",127.2622419,37.4349744
경기 광주시,대원석유주식회사,경기 광주시 곤지암읍 곤지암리 59,031-797-0281,자동차충전,경기 광주시 곤지암읍 곤지암리 59,127.3577229,37.3427109
경기 광주시,(주)서경에너지,경기 광주시 송정1동 324-1,031-766-2300,용기+자동차+탱크+13kg용기,경기 광주시 송정1동 324-1,127.2551889,37.4294606
경기 광주시,태원충전소,경기 광주시 곤지암읍 수양리 446-1외 1필지,031-766-5180,자동차충전,경기 광주시 곤지암읍 수양리 446-1외 1필지,127.370733,37.3362839
경기 광주시,(주)제이씨가스 퇴촌충전소,경기 광주시 퇴촌면 도수리 179-1 외,031-766-6766,자동차충전,경기 광주시 퇴촌면 도수리 179-1 외,127.3351642,37.4715762
경기 광주시,(주)풀무원푸드앤컬처광주휴게소(원주방향)충전소,경기 광주시 곤지암읍 삼합리 산27-2,031-8027-3943,자동차충전,경기 광주시 곤지암읍 삼합리 산27-2,127.4360848,37.3786224
경기 광주시,(주)풀무원푸드앤컬처광주휴게소(서울방향)충전소," 경기 광주시 곤지암읍 유사리 산30-2,194 ",031-8027-3948,자동차충전,"경기 광주시 곤지암읍 유사리 산30-2,194 ",127.4249993,37.3797405
경기 구리시,복지구리충전소,경기 구리시 인창동 74,031-557-9300,자동차충전,경기 구리시 인창동 74,127.1383418,37.6157254
경기 구리시,대성산업(주)아천충전소," 경기 구리시 아천동 97-3, 4, 7 ",031-569-5151,자동차충전,"경기 구리시 아천동 97-3, 4, 7 ",127.1228799,37.5742717
경기 구리시,대성산업(주)경춘충전소,경기 구리시 인창동 280-3,031-563-4973,자동차충전,경기 구리시 인창동 280-3,127.1394087,37.600794
경기 구리시,(주)성림에너지 사노충전소,경기 구리시 사노동 29,031-575-3365,자동차충전,경기 구리시 사노동 29,127.1476824,37.639905
경기 구리시,(주)케이피앤지 토평고려LPG충전소,경기 구리시 토평동 465-92 외3필지,031-567-2121,자동차충전,경기 구리시 토평동 465-92 외3필지,127.1460725,37.5775774
경기 구리시,구리LPG충전소,경기 구리시 갈매동 128-13,031-552-0242,용기+자동차+탱크+13kg용기,경기 구리시 갈매동 128-13,127.1244652,37.6399423
경기 군포시,군포충전소,경기 군포시 부곡동 763-2,031-462-5500,자동차충전,경기 군포시 부곡동 763-2,126.9263306,37.3330316
경기 군포시,(주)대야엘피지충전소,경기 군포시 대야미동 266-12,031-437-7755,자동차충전,경기 군포시 대야미동 266-12,126.9210611,37.3282801
경기 군포시,(주)대양충전소,경기 군포시 금정동 1-49,031-427-0033,자동차충전,경기 군포시 금정동 1-49,126.9455177,37.3747253
경기 김포시,금파충전소," 경기 김포시 걸포동 390-2,5,4 ",031-985-7989,자동차충전,"경기 김포시 걸포동 390-2,5,4 ",126.7125592,37.6297242
경기 김포시,주식회사 국도에너지,경기 김포시 고촌읍 전호리 433-2 (가동),031-985-4455,자동차충전,경기 김포시 고촌읍 전호리 433-2 (가동),126.7950196,37.5863553
경기 김포시,고촌LPG충전소," 경기 김포시 고촌읍 풍곡리 501-1,2 ",031-996-6067,자동차충전,"경기 김포시 고촌읍 풍곡리 501-1,2 ",126.741766,37.6142085
경기 김포시,(주)청양엘피지김포지점(알찬충전소),경기 김포시 고촌읍 태리 1-15,031-987-4848,자동차충전,경기 김포시 고촌읍 태리 1-15,126.7583522,37.604419
경기 김포시,올림픽충전소,경기 김포시 고촌읍 전호리 336-4,031-4911-8978,자동차충전,경기 김포시 고촌읍 전호리 336-4,126.8005075,37.5893936
경기 김포시,다원에프엔씨(주)통진충전소,경기 김포시 통진읍 도사리 680-8,031-998-5994,자동차충전,경기 김포시 통진읍 도사리 680-8,126.6156893,37.6839122
경기 김포시,해뜨는충전소,경기 김포시 양촌읍 구래리 750-28,031-996-2750,자동차충전,경기 김포시 양촌읍 구래리 750-28,126.6287121,37.6304913
경기 김포시,KH에너지(주) 직영 김포충전소,경기 김포시 대곶면 초원지리 609-2,031-988-4971,용기+자동차+탱크+13kg용기,경기 김포시 대곶면 초원지리 609-2,126.5859501,37.6607463
경기 김포시,서일산업(주)김포가스," 경기 김포시 운양동 1026-6번지 1026-16, 1035-3 ",031-982-4108,자동차충전,"경기 김포시 운양동 1026-6번지 1026-16, 1035-3 ",126.6703968,37.6543223
경기 김포시,(주)이마트24서비스 김포본점(LPG충전소),경기 김포시 양촌읍 누산리 295-3,031-4910-7354,자동차충전,경기 김포시 양촌읍 누산리 295-3,126.6622095,37.6621946
경기 김포시,초지대교충전소,경기 김포시 대곶면 대명리 390-8,031-997-6948,자동차충전,경기 김포시 대곶면 대명리 390-8,126.5628521,37.6460784
경기 김포시,강변가스충전소,경기 김포시 월곶면 포내리 26-2번지외,031-997-6616,자동차충전,경기 김포시 월곶면 포내리 26-2번지외,126.5325994,37.7282807
경기 김포시,대현이엔씨," 경기 김포시 걸포동 389-28, 10번지 ",031-996-6671,자동차충전,"경기 김포시 걸포동 389-28, 10번지 ",126.7120933,37.6304669
경기 김포시,극동에너비스(주)신도시충전소,경기 김포시 마산동 622-3,031-982-1008,자동차충전,경기 김포시 마산동 622-3,126.6486462,37.6420108
경기 남양주시,광전충전소,경기 남양주시 별내면 광전리 216,031-529-3161,자동차충전,경기 남양주시 별내면 광전리 216,127.1272231,37.6966646
경기 남양주시,송능충전소,경기 남양주시 진건읍 송능리 157-5 (산23-5),031-528-5741,자동차충전,경기 남양주시 진건읍 송능리 157-5 (산23-5),127.2022964,37.6738506
경기 남양주시,(주)남양주에너지,경기 남양주시 일패동 10-3번지,031-595-9370,자동차충전,경기 남양주시 일패동 10-3번지,127.194798,37.6313157
경기 남양주시,덕소마석간충전소,경기 남양주시 와부읍 월문리 402-2,031-577-7502,자동차충전,경기 남양주시 와부읍 월문리 402-2,127.2508212,37.6032207
경기 남양주시,SK대성충전소,경기 남양주시 진건읍 진관리 520,031-529-2903,자동차충전,경기 남양주시 진건읍 진관리 520,127.1601002,37.6560776
경기 남양주시,(주)태진에너지 내각충전소," 경기 남양주시 진접읍 내각리 68,65-3,68-5번지 ",031-528-4006,자동차충전,"경기 남양주시 진접읍 내각리 68,65-3,68-5번지 ",127.1737691,37.7060733
경기 남양주시,덕소충전소,경기 남양주시 이패동 413-13,031-557-8363,자동차충전,경기 남양주시 이패동 413-13,127.1930517,37.6042004
경기 남양주시,연평충전소,경기 남양주시 진접읍 연평리 219-28,031-575-6800,자동차충전,경기 남양주시 진접읍 연평리 219-28,127.178151,37.6984902
경기 남양주시,진접LPG충전소,경기 남양주시 진접읍 내각리 산21-3,031-572-4697,자동차충전,경기 남양주시 진접읍 내각리 산21-3,127.173195,37.7087453
경기 남양주시,화도에너지,경기 남양주시 화도읍 월산리 358 (화도에너지),031-593-1164,자동차충전,경기 남양주시 화도읍 월산리 358 (화도에너지),127.3320924,37.6550503
경기 남양주시,광릉충전소,경기 남양주시 진접읍 팔야리 582-1,031-528-3651,자동차충전,경기 남양주시 진접읍 팔야리 582-1,127.2161799,37.7538199
경기 남양주시,남양주고려LPG충전소," 경기 남양주시 오남읍 양지리 724-1,2,3번지 ",031-528-2351,자동차충전,"경기 남양주시 오남읍 양지리 724-1,2,3번지 ",127.1894655,37.706011
경기 남양주시,(주)성림에너지 별내충전소,경기 남양주시 별내동 2233-10(별내면 덕송리 233-4 외 5필지),031-575-7477,자동차충전,경기 남양주시 별내동 2233-10(별내면 덕송리 233-4 외 5필지),127.1091361,37.6815543
경기 남양주시,(주)아이피 호평충전소," 경기 남양주시 호평동 산30-43, 23-53, 54, 56 ",031-559-5720,자동차충전,"경기 남양주시 호평동 산30-43, 23-53, 54, 56 ",127.2584977,37.6547459
경기 남양주시,퇴계원IC충전소,경기 남양주시 퇴계원면 퇴계원리 343-1,031-528-6780,자동차충전,경기 남양주시 퇴계원면 퇴계원리 343-1,127.1373065,37.6455152
경기 남양주시,팔당LPG충전소," 경기 남양주시 와부읍 팔당리 564-1외3필지(563, 564, 814-5) ",031-521-8851,자동차충전,"경기 남양주시 와부읍 팔당리 564-1외3필지(563, 564, 814-5) ",127.2387641,37.5527568
경기 남양주시,(주)휴브,경기 남양주시 삼패동 607-6,031-577-5251,자동차충전,경기 남양주시 삼패동 607-6,127.1829908,37.5942107
경기 남양주시,(주)케이엘페트로 남양주별내충전소," 경기 남양주시 별내면 광전리 산 114-15267-4, 267-5,267-11,산110-5 (휴게소동) ",031-468-5189,자동차충전,"경기 남양주시 별내면 광전리 산 114-15267-4, 267-5,267-11,산110-5 (휴게소동) ",127.1298393,37.6891784
경기 동두천시,창림에너지(주) 동두천충전소,경기 동두천시 지행동 406-1,031-862-8111,자동차충전,경기 동두천시 지행동 406-1,127.0570202,37.8879037
경기 동두천시,중앙LPG충전소,경기 동두천시 동두천동 420-8,031-864-8070,자동차충전,경기 동두천시 동두천동 420-8,127.0515538,37.9382431
경기 동두천시,창림에너지(주),경기 동두천시 상봉암동 154-1,031-866-8111,용기+자동차+탱크+13kg용기,경기 동두천시 상봉암동 154-1,127.0613567,37.9438898
경기 동두천시,주식회사 신진엘피지충전소,경기 동두천시 상패동 400-3,031-867-5201,자동차충전,경기 동두천시 상패동 400-3,127.0316171,37.9082941
경기 동두천시,동두천엘피지," 경기 동두천시 송내동 473-4,5,9,11번지 ",031-861-4114,자동차충전,"경기 동두천시 송내동 473-4,5,9,11번지 ",127.0558369,37.8755145
경기 부천시 오정구,중동충전소,경기 부천시 오정구 대장동 685-12외2필지,031-671-1252,자동차충전,경기 부천시 오정구 대장동 685-12외2필지,126.7627305,37.5369517
경기 부천시 오정구,극동유화(주),경기 부천시 오정구 고강동 100-1,031-684-9915,용기+탱크+13kg용기,경기 부천시 오정구 고강동 100-1,126.7993073,37.5400324
경기 부천시 오정구,로안충전소,경기 부천시 오정구 대장동 667-3,031-681-2222,자동차충전,경기 부천시 오정구 대장동 667-3,126.7648184,37.5455062
경기 부천시 오정구,비케이프라임실업(주),경기 부천시 오정구 고강동 37,031-671-5188,자동차충전,경기 부천시 오정구 고강동 37,126.8128474,37.5360245
경기 부천시 오정구,동일석유(주)부천충전소,경기 부천시 오정구 삼정동 67-7,031-673-6719,용기+자동차+탱크+13kg용기,경기 부천시 오정구 삼정동 67-7,126.7697422,37.5261406
경기 부천시 오정구,(주)한유에너지 공항가스,경기 부천시 오정구 고강동 218-6,031-679-5189,자동차충전,경기 부천시 오정구 고강동 218-6,126.8166074,37.5343683
경기 부천시 원미구,서해가스충전소,경기 부천시 원미구 상동 499-17,031-326-9955,자동차충전,경기 부천시 원미구 상동 499-17,126.7605854,37.5168363
